Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
2025-04-19 00:00:00,Chad Brooks,William Lee,Chevrolet,Silverado,2014,17501,0.1489506393642449,2606.79
2024-11-13 00:00:00,Wendy Johnson,Jennifer Thomas,Toyota,Civic,2022,44172,0.0823651507749215,3638.23
2025-02-02 00:00:00,Ryan Peters,Dana Shah,Ford,F-150,2021,38857,0.0886325275801048,3443.99
2025-02-06 00:00:00,William Anderson,Christopher Williams,Toyota,Silverado,2016,25269,0.0761194195762298,1923.46
2025-01-23 00:00:00,Cynthia Adams,Jerome Chavez,Toyota,Corolla,2012,16220,0.1086352757402054,1762.06
2025-04-21 00:00:00,Monique Salas,Andrea Luna,Nissan,F-150,2010,20846,0.1341714703900758,2796.94
2025-02-12 00:00:00,Kyle Coleman,William Taylor,Nissan,Civic,2013,46651,0.0527100368561564,2458.98
2025-08-17 00:00:00,Paul Camacho,Juan Francis,Toyota,F-150,2014,45719,0.1375864003544011,6290.31
2025-06-18 00:00:00,Dale Wood,Vanessa Bryant,Toyota,Corolla,2013,31912,0.1152520953240368,3677.92
2025-06-07 00:00:00,Jose Jackson,Gordon Martin,Ford,Corolla,2016,33729,0.0839814405697205,2832.61
2025-06-22 00:00:00,Patrick Mcmillan,Erika Davila,Toyota,Corolla,2012,10330,0.090781965778896,937.78
2025-03-01 00:00:00,Daniel Rice,David Fritz,Chevrolet,Silverado,2010,47643,0.1160018974714419,5526.68
2025-05-16 00:00:00,Michael York,Aaron Long,Ford,Civic,2022,16412,0.1479029799684371,2427.38
2025-04-05 00:00:00,Jason Myers,Kristin Hill,Honda,Silverado,2014,22161,0.1067278983157863,2365.2
2025-05-02 00:00:00,Brenda James,Jacob Cunningham,Toyota,Altima,2010,13657,0.1100119184083198,1502.43
2025-07-20 00:00:00,Patrick Collier,Brian Moore,Chevrolet,Altima,2019,41390,0.1107874432992445,4585.49
2024-12-26 00:00:00,Carl Hawkins,Dr. David Valencia,Ford,Altima,2013,22881,0.0669197629690349,1531.19
2024-11-07 00:00:00,Justin Gonzalez,Mrs. Jessica Jones,Honda,Altima,2012,30843,0.0668698037550275,2062.47
2024-11-15 00:00:00,Valerie Russell,Robert Taylor,Honda,Silverado,2010,32234,0.1429805573932591,4608.84
2025-07-16 00:00:00,Jessica Guerrero,Chad Hays,Ford,Silverado,2010,19034,0.1040053669405497,1979.64
2025-05-12 00:00:00,Michelle Clark,Dr. James Davis,Nissan,Corolla,2019,42601,0.0832177836001882,3545.16
2025-08-05 00:00:00,Gregory Hayes,Craig Evans,Nissan,Civic,2014,49247,0.101107290224006,4979.23
2025-04-28 00:00:00,Bruce Hopkins,Elizabeth Steele,Ford,Civic,2021,37845,0.0506676445547942,1917.52
2025-03-20 00:00:00,Matthew Thomas,Nicole Taylor,Ford,Silverado,2019,14454,0.1218341960482414,1760.99
2025-06-07 00:00:00,Hunter Flores,Steven Miller,Chevrolet,Corolla,2022,33298,0.0871679277420504,2902.52
2025-02-18 00:00:00,Michael Wright,Laura Meyer,Toyota,Civic,2022,10390,0.0855158347155592,888.51
2025-02-14 00:00:00,Jamie Farrell,Gary Perez,Chevrolet,Altima,2020,17941,0.0558169858529475,1001.41
2025-05-02 00:00:00,Michael Fry,Danielle Ball,Toyota,Silverado,2021,38006,0.0919583802512546,3494.97
2024-12-23 00:00:00,Ryan Lowe,Eric Flores,Toyota,F-150,2022,39902,0.0766427076860469,3058.2
2025-02-03 00:00:00,Mr. Bryan Jones,Laura Allen,Honda,F-150,2015,11146,0.1479935931096637,1649.54
2025-05-31 00:00:00,Debra Watkins,Cheryl Williams,Nissan,Altima,2016,14045,0.1310885775443933,1841.14
2025-02-20 00:00:00,Karina Cantrell,Samantha Martin,Ford,Corolla,2020,43871,0.1254860887583082,5505.2
2025-06-24 00:00:00,Ashley Martinez,Leah Williams,Nissan,Silverado,2015,42301,0.0591845907073987,2503.57
2025-02-28 00:00:00,Tara Keith,Lauren Flores,Honda,Civic,2015,36089,0.1044910812558946,3770.98
2025-06-07 00:00:00,Stephanie Gomez,Jennifer Hernandez,Toyota,Silverado,2022,32292,0.0581713913728874,1878.47
2025-05-21 00:00:00,Olivia Crane,Ryan Kline,Toyota,F-150,2015,32354,0.0803170354327969,2598.58
2025-06-06 00:00:00,Tyler Smith,Larry Norton,Toyota,Corolla,2011,37592,0.1393175257523727,5237.22
2025-05-23 00:00:00,David Williams,Paul Bender,Chevrolet,Corolla,2015,20315,0.1303034065649392,2647.11
2024-12-01 00:00:00,Nathan Lopez,Corey Martinez,Honda,F-150,2013,14987,0.1333845559795521,1999.03
2024-12-25 00:00:00,Jim Simmons,Christina Figueroa,Nissan,F-150,2021,13714,0.0789169279165818,1082.27
2025-07-23 00:00:00,Dawn Elliott,Craig Sanchez,Chevrolet,Civic,2015,17549,0.0853096291769352,1497.1
2025-04-24 00:00:00,Zachary Johnson,Susan Garcia,Ford,Silverado,2018,12692,0.1250282883588517,1586.86
2025-04-15 00:00:00,Sergio Bradshaw,Isaac Gonzalez,Ford,Civic,2019,19098,0.1465701261075424,2799.2
2025-04-02 00:00:00,Courtney Williams,Beth Soto,Chevrolet,F-150,2010,25562,0.0594477572714484,1519.6
2025-07-05 00:00:00,Jacob Rodriguez,Mrs. Lori Johnson,Ford,Civic,2018,17188,0.0928719420943402,1596.28
2025-06-27 00:00:00,Michael Davies,Crystal Martin,Chevrolet,Civic,2011,10949,0.0734499434311518,804.2
2025-05-24 00:00:00,Morgan Atkinson PhD,Tina Carter,Nissan,F-150,2021,20460,0.0972660097401337,1990.06
2025-07-20 00:00:00,Mrs. Shannon Woods,Brian Phillips,Ford,F-150,2021,11075,0.10189563700942,1128.49
2025-06-02 00:00:00,Barbara Moore,Adam Campbell,Nissan,Altima,2019,26574,0.1002811737803434,2664.87
2025-08-06 00:00:00,Robert Greer,Julian Newton,Nissan,Civic,2013,48715,0.0938827820281304,4573.5
2025-05-16 00:00:00,Edward Moyer,Holly Jones,Honda,Civic,2022,35576,0.1445039751301768,5140.87
2025-06-11 00:00:00,Ashley Mitchell,Alicia Thompson,Chevrolet,Corolla,2016,12883,0.1028505310635057,1325.02
2025-03-13 00:00:00,Jessica Turner,Mary Foley,Nissan,Civic,2012,43008,0.0920322786902761,3958.12
2025-04-18 00:00:00,Brent Woods,Ricky Evans,Ford,Silverado,2011,28993,0.0914672274667085,2651.91
2025-04-21 00:00:00,Kevin Rojas,Marcus Thompson,Nissan,Civic,2013,18008,0.1479236311010605,2663.81
2025-01-02 00:00:00,Wendy Lee,Mr. John Johnson,Nissan,Silverado,2019,27904,0.1297420218309617,3620.32
2025-02-19 00:00:00,Phillip Young,Cody Black,Chevrolet,Silverado,2017,47857,0.0904419501002756,4328.28
2024-12-16 00:00:00,John Coleman,William Waters,Chevrolet,Civic,2017,34406,0.1143432783202819,3934.09
2025-06-09 00:00:00,Daniel Graham,Kevin Lopez,Chevrolet,F-150,2021,24356,0.0705596151476359,1718.55
2025-08-23 00:00:00,Mary Cruz,Christopher Atkinson,Ford,Civic,2016,32087,0.0611861612232913,1963.28
2025-04-22 00:00:00,Benjamin Mitchell,Gregory Griffith,Honda,Altima,2022,43362,0.1354573994443234,5873.7
2025-02-17 00:00:00,Dawn Edwards,Corey Griffin,Honda,Altima,2014,14785,0.1170195957724634,1730.13
2025-08-09 00:00:00,William Pitts,Roy Harris,Nissan,Civic,2016,49371,0.0734734017969984,3627.46
2025-01-11 00:00:00,Michael Simpson,Michael Stevenson,Ford,Corolla,2013,28318,0.116623871469468,3302.55
2025-03-26 00:00:00,Brandon Smith,Robin Green,Ford,Altima,2016,34031,0.1222649876580469,4160.8
2024-12-25 00:00:00,Bryan Walsh,Andrea Graves,Toyota,Silverado,2010,29189,0.1464117328829016,4273.61
2024-11-08 00:00:00,Lynn Walker,Dr. Megan Massey,Chevrolet,Silverado,2010,20773,0.1115258370282153,2316.73
2024-12-14 00:00:00,Kayla Chan,Kent Hebert,Nissan,Silverado,2018,26108,0.139697383750895,3647.22
2025-06-30 00:00:00,Marissa Dorsey,Michael Washington,Honda,Altima,2010,16104,0.1434093573886897,2309.46
2025-02-28 00:00:00,Michael Baldwin MD,Hannah Nelson,Ford,Civic,2020,35608,0.072958818766025,2597.92
2025-08-23 00:00:00,Richard Scott,Harry Mccoy,Chevrolet,Corolla,2014,40573,0.0863312224294108,3502.72
2025-08-18 00:00:00,Lynn Owens,Natalie Oliver,Chevrolet,Silverado,2010,42800,0.0788281712767463,3373.85
2025-04-10 00:00:00,Larry Lee,Patricia Harrison,Chevrolet,Altima,2018,48392,0.1274028984706311,6165.28
2024-11-09 00:00:00,Trevor Rojas,Charles Grant,Chevrolet,Civic,2017,41394,0.076279223802019,3157.5
2024-11-20 00:00:00,James Ballard,Edward Davila,Toyota,Altima,2015,16300,0.0661782053567661,1078.7
2025-07-13 00:00:00,Kathleen Ball,Matthew Strong,Nissan,F-150,2016,27081,0.1265745989570681,3427.77
2025-06-06 00:00:00,Sydney Petersen MD,Dawn Jimenez,Chevrolet,Altima,2019,43936,0.114405886708643,5026.54
2025-04-20 00:00:00,Travis Hicks,Mark Estrada,Nissan,Corolla,2010,14455,0.0718196720134898,1038.15
2024-12-06 00:00:00,Taylor Li,Theresa Moore,Honda,Silverado,2012,12538,0.0999757650798118,1253.5
2025-04-08 00:00:00,Kent Thompson,William Bell,Ford,F-150,2020,15209,0.1093104830847575,1662.5
2025-07-02 00:00:00,David Bean,Karen Smith,Honda,Silverado,2014,14973,0.0903856369201702,1353.34
2025-08-23 00:00:00,Samuel Cochran,Alvin Barber,Toyota,Silverado,2013,12427,0.1290579365361925,1603.8
2025-07-10 00:00:00,Jordan Velasquez,Lisa Matthews,Nissan,Civic,2011,40415,0.0931268836711198,3763.72
2025-02-03 00:00:00,David Davis,Melissa Young,Honda,Civic,2012,23269,0.1142784810351446,2659.15
2025-03-17 00:00:00,Martin Smith,Maria Harrison,Toyota,Altima,2021,47430,0.0571815335489676,2712.12
2024-11-04 00:00:00,Amy Martinez,Nathan Ortiz,Honda,Corolla,2013,18709,0.0970119663735333,1815.0
2025-01-30 00:00:00,Lisa Wyatt,Kimberly Nichols,Toyota,Altima,2015,24721,0.0748679714626914,1850.81
2024-11-01 00:00:00,Colin Sanchez,James Hansen,Chevrolet,F-150,2017,20795,0.0908974745899115,1890.21
2025-06-09 00:00:00,Kristin Lee,Christina Lowe,Toyota,F-150,2011,20716,0.103356207782351,2141.13
2025-08-07 00:00:00,Paul Hammond,Kathleen Lyons,Honda,Silverado,2013,27333,0.1463401820166995,3999.92
2025-01-27 00:00:00,Yvette Gallagher,Amy Ramirez,Honda,Corolla,2014,25858,0.0934298011078588,2415.91
2025-01-15 00:00:00,Heidi Jones,Deanna Gonzalez,Nissan,Corolla,2021,35943,0.0654331473705915,2351.86
2025-07-07 00:00:00,Ian Blair,Kenneth Mcdonald,Nissan,F-150,2014,15877,0.0532590396388252,845.59
2025-05-25 00:00:00,Elizabeth Roy,Michael Savage,Chevrolet,Corolla,2017,39804,0.1254894481322278,4994.98
2025-02-17 00:00:00,Samuel Scott,James Garrett,Nissan,Altima,2018,19678,0.0619741588299533,1219.53
2025-01-03 00:00:00,Wayne Hughes,Dawn Nelson,Chevrolet,Civic,2017,49463,0.1001159086953626,4952.03
2025-01-27 00:00:00,Joseph Snyder,Michael Ramirez,Chevrolet,Civic,2016,34928,0.1461524106485767,5104.81
2025-05-27 00:00:00,Sheila Garcia,Jennifer Nguyen,Nissan,Silverado,2022,25709,0.1478952675940862,3802.24
2025-05-26 00:00:00,Julie Turner,Alexis Gomez,Chevrolet,Civic,2014,11683,0.1067515186952414,1247.18
2025-05-22 00:00:00,Ashlee Blanchard,Holly Wang,Chevrolet,Civic,2011,35882,0.0534037287024614,1916.23
2025-06-25 00:00:00,John Jordan,Casey Ramirez,Ford,F-150,2020,35012,0.1261682738939926,4417.4
2025-07-23 00:00:00,Sylvia Carrillo,Tanya Williams MD,Toyota,Altima,2018,21990,0.0604309700486866,1328.88
2025-03-24 00:00:00,Daniel Kim,John Lewis,Honda,Altima,2012,17628,0.1458597789751651,2571.22
2025-01-12 00:00:00,David Martin,Cheryl Roberts,Honda,Silverado,2016,24709,0.0959209903931461,2370.11
2024-12-25 00:00:00,Timothy Hull,Laura Vargas,Chevrolet,Altima,2022,13910,0.0559589848181173,778.39
2025-04-18 00:00:00,Laura West,Jason Hicks,Ford,Silverado,2013,26968,0.0721728677144749,1946.36
2025-05-01 00:00:00,Carlos Grant,Felicia Ortiz,Toyota,Silverado,2022,22814,0.0815438927870407,1860.34
2024-12-06 00:00:00,Randy Duffy,Christopher Garza,Chevrolet,Civic,2020,20124,0.1351606239179794,2719.97
2025-02-24 00:00:00,Susan Miller,Traci Moreno,Toyota,Corolla,2021,22501,0.0700443489023054,1576.07
2025-02-25 00:00:00,Erik Ruiz,Jerry Pierce,Toyota,Altima,2017,34583,0.1467164097503159,5073.89
2025-06-14 00:00:00,Sheri Davila,Tiffany Mckee,Toyota,Civic,2022,38781,0.1139504228067836,4419.11
2025-05-20 00:00:00,Heather Thomas,David Fisher,Ford,Civic,2012,26945,0.116309966623498,3133.97
2024-11-04 00:00:00,Samantha Smith,Alex Gilbert DDS,Nissan,Corolla,2019,41906,0.079998697024972,3352.43
2024-11-22 00:00:00,Garrett Perez,Rodney Hudson,Nissan,Civic,2013,14610,0.1272433260060855,1859.02
2024-12-08 00:00:00,Melissa Miranda,Donald Moore,Honda,Altima,2015,34099,0.0579896709045491,1977.39
2024-12-13 00:00:00,John Williams,Teresa Lewis,Toyota,Civic,2017,10800,0.1473644899313607,1591.54
2025-07-13 00:00:00,Allison Aguilar,Roger Gill,Nissan,Altima,2022,37436,0.1347870733996771,5045.89
2025-03-10 00:00:00,Julie Wright,Thomas Walker,Nissan,Altima,2016,11868,0.0631246494069645,749.16
2024-11-30 00:00:00,Zachary Fleming,Stephanie Vazquez,Honda,F-150,2016,11258,0.1328326798038761,1495.43
2025-08-05 00:00:00,Marvin Gillespie,David Smith,Toyota,Corolla,2016,13800,0.1204092306020067,1661.65
2025-07-07 00:00:00,Jennifer Buchanan,Christopher Holland,Ford,Silverado,2012,23019,0.0673602021579977,1550.56
2025-05-23 00:00:00,Maxwell Vazquez,Jessica Meyer,Toyota,F-150,2018,42858,0.1241827245939423,5322.22
2025-08-04 00:00:00,Elizabeth Curtis,Casey Cook,Honda,Corolla,2011,41007,0.1350809148378845,5539.26
2025-04-15 00:00:00,Robert Lawson,Sara Hernandez MD,Ford,Silverado,2010,11450,0.1499658369849065,1717.11
2025-02-16 00:00:00,Elizabeth Moore,Jenna Fernandez,Honda,Corolla,2021,45059,0.0840585875334124,3787.6
2025-02-06 00:00:00,Rebecca Navarro,Anita Bowman,Ford,Silverado,2021,27276,0.0789350216495014,2153.03
2024-12-10 00:00:00,David Wilson,Beverly Yoder,Honda,Corolla,2017,14480,0.0587962593816782,851.37
2025-04-17 00:00:00,Jason Perez,Amy Graham DDS,Toyota,Civic,2022,30847,0.1206900982165989,3722.93
2024-12-01 00:00:00,Ronald Reyes,Mr. Joseph Huynh,Honda,Civic,2020,47127,0.1464639530863791,6902.41
2025-05-04 00:00:00,Amy Taylor,Kayla Fuller,Toyota,Silverado,2015,41522,0.0938436678033735,3896.58
2024-12-11 00:00:00,Mark Torres DVM,Sara Peters,Honda,Civic,2013,40815,0.104260329068807,4255.39
2025-05-10 00:00:00,Jerry Brown Jr.,Jessica Brown,Nissan,Civic,2016,18480,0.1138231724288787,2103.45
2025-06-10 00:00:00,Beth Jones,Scott Stewart,Nissan,F-150,2014,11472,0.0801615378552044,919.61
2024-11-25 00:00:00,Kevin Wise,Karen Clark,Honda,Corolla,2015,46294,0.0561521605695161,2599.51
2025-05-24 00:00:00,Felicia Mcclain,Andrew French,Chevrolet,Civic,2015,31813,0.0911166767798272,2898.69
2025-05-03 00:00:00,Thomas Robinson,Gary Jones,Chevrolet,Silverado,2015,39531,0.1165381849821377,4606.87
2024-11-05 00:00:00,Karen Davis,Samantha Smith,Ford,Altima,2014,35883,0.0907532688364784,3256.5
2025-04-24 00:00:00,Rebecca Lopez,Mark Jimenez,Chevrolet,Corolla,2019,18723,0.1046706683862326,1959.75
2025-01-13 00:00:00,Kimberly Baker,Eric Serrano,Honda,Silverado,2017,10046,0.056438194715492,566.98
2024-12-11 00:00:00,Jennifer Powell,Lori Strickland,Toyota,F-150,2022,14764,0.1095203045770189,1616.96
2025-06-08 00:00:00,Allen Gonzalez,Angela Dixon,Nissan,Civic,2018,37604,0.0664759282065249,2499.76
2025-06-13 00:00:00,Carrie Daniels,Michael Jimenez,Honda,Civic,2013,23258,0.1407991983386439,3274.71
2025-02-20 00:00:00,Ann Villegas,Jessica Diaz,Nissan,F-150,2020,10094,0.0942253251527581,951.11
2025-02-24 00:00:00,Christy Powell,John Cox,Honda,F-150,2021,27406,0.1002186249150074,2746.59
2025-07-27 00:00:00,Mark Avila,Stephanie Anderson,Ford,Altima,2020,33883,0.0734555971010855,2488.9
2025-08-16 00:00:00,Jillian Short,Rachel Ferguson,Nissan,Civic,2022,36997,0.0528708574255983,1956.06
2025-04-25 00:00:00,Chad Mendoza,Evelyn Thomas,Honda,Altima,2021,10272,0.1316952994696947,1352.77
2025-03-19 00:00:00,Michelle Henson,Sandra Simon,Ford,Silverado,2016,15353,0.1457265515022223,2237.34
2025-01-28 00:00:00,Mary Harrison,Paula Serrano,Ford,Corolla,2012,39202,0.1063603166813769,4169.54
2025-02-26 00:00:00,James Mack,Phillip Chase,Ford,Civic,2017,17662,0.0703963652438327,1243.34
2025-02-24 00:00:00,Christine Evans,Alexandra Roach,Honda,Civic,2015,27207,0.0985776548064059,2682.0
2024-12-15 00:00:00,Gregory Moore,Ashley Logan,Honda,Corolla,2011,34021,0.1203698272994809,4095.1
2025-07-01 00:00:00,Paul Harrison,Dennis Fuller,Nissan,Corolla,2015,35975,0.0699357179587625,2515.94
2024-12-08 00:00:00,Robert Peters,Sara Lynch,Toyota,Corolla,2010,43612,0.1307160506575641,5700.79
2025-05-14 00:00:00,Mr. Michael Reyes,Ryan Haney,Honda,Altima,2010,25070,0.0543251835004455,1361.93
2025-04-12 00:00:00,Glenda Forbes,Cassie Taylor,Ford,Civic,2022,42188,0.0990016984257377,4176.68
2025-06-21 00:00:00,Breanna Olson,Suzanne Jones,Honda,Corolla,2011,14106,0.1041711128796182,1469.44
2024-12-10 00:00:00,Jesus Orozco,Lori Dominguez,Ford,Corolla,2013,12262,0.0716552122011934,878.64
2025-04-23 00:00:00,Julie Gibson,Tricia Willis,Toyota,F-150,2017,30807,0.0862212435250488,2656.22
2025-06-18 00:00:00,Jacob Stephens,David Evans,Chevrolet,Silverado,2021,21890,0.0850363553116277,1861.45
2025-03-18 00:00:00,Paula Spencer,Kristen Cobb,Toyota,Silverado,2011,10563,0.126409298563441,1335.26
2025-08-18 00:00:00,Caitlin Hooper,Monica Oneal,Ford,F-150,2012,21354,0.0638358900034334,1363.15
2025-05-08 00:00:00,Tammy Austin,Kathryn Hughes,Nissan,Altima,2022,31652,0.1421254028675164,4498.55
2025-02-10 00:00:00,Jay King,Lisa Wallace,Honda,Silverado,2015,45892,0.1159106645062702,5319.37
2025-01-12 00:00:00,Robert Alvarado,Robert Vega,Ford,Civic,2014,42090,0.1017483353132636,4282.59
2025-03-26 00:00:00,Danielle Miller,Madeline Leon,Ford,Corolla,2012,10572,0.1344715338279336,1421.63
2025-01-23 00:00:00,Jasmine Taylor,Kenneth Johnson,Ford,Corolla,2016,32025,0.0931271506232328,2982.4
2025-06-25 00:00:00,David Morrison,Gregory Kelley,Chevrolet,Silverado,2018,17716,0.0575067923581502,1018.79
2024-11-15 00:00:00,Suzanne Aguilar,Alexis Clayton,Toyota,Silverado,2013,10571,0.0814166741679424,860.66
2025-01-31 00:00:00,Angela Calderon,Robert Callahan,Honda,Civic,2017,45209,0.1072085400482011,4846.79
2025-06-24 00:00:00,Mr. Walter Miranda,David Johnson,Toyota,Corolla,2020,30760,0.0746864607353941,2297.36
2025-01-19 00:00:00,Benjamin Knapp,Lauren Moore,Chevrolet,Corolla,2013,11017,0.1423141919995096,1567.88
2024-11-13 00:00:00,Kevin Robertson,Brad Pearson,Chevrolet,Silverado,2022,24365,0.1125898275310327,2743.25
2025-08-11 00:00:00,Paul Strong,Brittany Cooper DVM,Toyota,F-150,2013,26792,0.1388597347333496,3720.33
2025-03-29 00:00:00,Matthew Trevino,Richard Adams,Nissan,Civic,2012,15998,0.0953487703588842,1525.39
2024-11-01 00:00:00,Theresa Olson,Katherine Rogers,Honda,Civic,2022,42381,0.0698480275720048,2960.23
2025-02-08 00:00:00,Cody Price,Robert Griffin,Nissan,Civic,2015,33386,0.0722413820306349,2411.85
2024-12-06 00:00:00,Jessica Caldwell,Brandon Avery,Honda,Altima,2012,10629,0.1416684630367881,1505.79
2025-07-17 00:00:00,Michael Lopez,James Sanford,Ford,Silverado,2020,13156,0.1381138981308322,1817.03
2025-07-10 00:00:00,Jesse Schmidt,Elaine Wells,Ford,Corolla,2022,10564,0.0631514733309362,667.13
2025-08-05 00:00:00,Karen Garcia,Henry Anthony,Toyota,Civic,2022,11659,0.0602153062126409,702.05
2025-06-18 00:00:00,Garrett Morgan,John Swanson,Ford,Civic,2018,28122,0.1399492370792411,3935.65
2025-06-28 00:00:00,Vincent Gordon,Adam Alexander,Honda,Altima,2015,22519,0.0753784020684797,1697.45
2025-07-31 00:00:00,Joshua Orozco,Jeremy Reed,Honda,Corolla,2020,48980,0.0677178941346207,3316.82
2025-02-04 00:00:00,Theresa Adams,Wendy Thompson,Ford,Altima,2015,26611,0.1071005584914475,2850.05
2024-11-05 00:00:00,Breanna Powers,Emily Nguyen DDS,Honda,Civic,2016,31458,0.0808993055599112,2544.93
2025-01-23 00:00:00,Erica Reyes,David Bennett,Ford,Civic,2020,47993,0.1263809153610163,6065.4
2025-08-12 00:00:00,Brian Valencia,Jordan Frank,Chevrolet,Altima,2022,47311,0.1404398939833524,6644.35
2025-07-05 00:00:00,Daniel Estrada,Lori Alexander,Nissan,F-150,2015,27823,0.0834291286277553,2321.25
2024-11-23 00:00:00,Lawrence Boyd,Robert Holt,Honda,Altima,2015,33966,0.072439473064663,2460.48
2024-12-28 00:00:00,Lauren Acosta,Jeffrey Roach,Honda,Silverado,2012,28583,0.0962781732539607,2751.92
2025-08-11 00:00:00,Erik Watkins,Charles Mccoy,Toyota,Altima,2017,35071,0.1320222239547978,4630.15
2024-11-28 00:00:00,Victoria Winters,Lauren Miller,Chevrolet,Altima,2021,37424,0.1122860875719052,4202.19
2025-06-03 00:00:00,Monica Hoffman,Tracy Chase,Ford,Altima,2022,38650,0.0927471436678258,3584.68
2025-06-12 00:00:00,Sylvia Perez,Ebony Henderson,Ford,F-150,2016,42527,0.1266461962474224,5385.88
2025-04-05 00:00:00,Steve Miller,Troy Obrien,Toyota,Silverado,2013,41845,0.1154428198159553,4830.7
2025-05-11 00:00:00,Michael Perkins,Heather Johnson,Ford,Civic,2014,13399,0.110159855985462,1476.03
2025-08-08 00:00:00,Lauren Nichols,Brittany Sanchez,Ford,F-150,2014,17086,0.07389999940376,1262.66
2024-12-08 00:00:00,Marissa Jones,Curtis Foster,Ford,Altima,2015,35866,0.0726429818176685,2605.41
2025-02-15 00:00:00,Randy Montgomery,Steven Shannon,Toyota,F-150,2011,19349,0.0797233269171094,1542.57
2025-01-22 00:00:00,Kristen Gonzalez,Ariel Ross,Toyota,Silverado,2013,47450,0.118806999782747,5637.39
2024-12-16 00:00:00,Deborah Blankenship,Katelyn Gomez,Honda,Silverado,2020,28288,0.1049280707973512,2968.21
2025-04-11 00:00:00,Jessica Morgan,Thomas Smith,Honda,Corolla,2017,32582,0.1437133976281892,4682.47
2025-04-27 00:00:00,Sophia Tran,Peter Hooper,Honda,Altima,2019,43280,0.1079635144510552,4672.66
2025-06-03 00:00:00,Angel Hickman,Elizabeth Haley,Honda,Altima,2010,19056,0.0838895238651604,1598.6
2025-07-10 00:00:00,Alexis Turner,Jeffrey Cole,Ford,F-150,2020,16192,0.1319169251402924,2136.0
2025-07-14 00:00:00,Shelby Welch,Michael Sanchez,Chevrolet,Civic,2013,26405,0.1222542831634716,3228.12
2025-02-23 00:00:00,Katherine Davis,Christopher Schwartz,Toyota,Altima,2011,25149,0.0763966858628417,1921.3
2025-05-24 00:00:00,Alex Allen,Sara Buck,Toyota,Corolla,2021,25377,0.0659992113716387,1674.86
2025-04-18 00:00:00,Sue Holland,Robert Francis,Ford,Corolla,2019,32274,0.1449218172550178,4677.21
2025-02-15 00:00:00,Mark Williams,Christopher Jackson,Ford,Civic,2018,35799,0.1334822741562435,4778.53
2025-08-03 00:00:00,Sean Baker,Rachel Simpson,Ford,Silverado,2010,42842,0.0940632626685248,4029.86
2024-11-04 00:00:00,Sharon Morales,Janet Martinez,Honda,Corolla,2018,38133,0.0537045548668229,2047.92
2025-02-25 00:00:00,Robert Poole,Amy Clark,Honda,Corolla,2015,10169,0.069503344276542,706.78
2025-07-23 00:00:00,Kathryn Booth,Jonathan Reyes,Honda,Silverado,2015,45835,0.1449894163734393,6645.59
2025-04-03 00:00:00,Jason Jones,Julia Martin,Ford,Corolla,2019,13910,0.081837470035797,1138.36
2024-11-10 00:00:00,Michael Collins,Ryan Hall,Chevrolet,F-150,2013,29093,0.1222444335869432,3556.46
2025-06-06 00:00:00,Stephen Moore,Louis Howard,Chevrolet,F-150,2014,12044,0.1169883602232961,1409.01
2025-07-16 00:00:00,Eric Robinson,Teresa Gentry,Ford,Altima,2019,41496,0.0744964631583383,3091.31
2025-02-17 00:00:00,Charles Bowers,Shannon Shaw,Toyota,Civic,2010,29427,0.123663226066473,3639.04
2025-05-15 00:00:00,Patrick Fowler,Jonathan Gibson,Toyota,Altima,2017,16719,0.0926281352579659,1548.65
2025-03-01 00:00:00,Larry Anderson,Melinda Poole,Chevrolet,Altima,2010,15891,0.1008536355851907,1602.67
2025-07-24 00:00:00,Alfred Hall,Theresa Greene,Honda,Silverado,2013,36647,0.0990492180613804,3629.86
2025-07-12 00:00:00,Alex Rodriguez,Matthew Myers,Honda,Civic,2020,25567,0.0577741005636062,1477.11
2025-04-03 00:00:00,Steven Guzman,John Eaton,Honda,Altima,2015,42953,0.1433919531004424,6159.11
2025-03-26 00:00:00,Bradley Williams,Laura Watson,Ford,Altima,2018,16056,0.085931154630948,1379.71
2025-07-13 00:00:00,Kim Martinez,Jennifer Hendricks,Honda,F-150,2020,22311,0.0940145710655592,2097.56
2025-05-31 00:00:00,Ryan Mason,Dr. Luis Morris DDS,Toyota,Silverado,2022,33979,0.1145108919405967,3890.97
2025-08-17 00:00:00,Patrick Young,Tara Robbins,Ford,F-150,2016,33163,0.0606030875223729,2009.78
2025-06-16 00:00:00,Christopher Shaw,Ronald Riley,Nissan,Silverado,2013,13335,0.144769566666267,1930.5
2025-01-06 00:00:00,Matthew Clark,Jason Reyes,Toyota,Silverado,2016,13491,0.1313361232557356,1771.86
2024-11-25 00:00:00,James Phillips,Jacob Barnes,Chevrolet,Silverado,2020,15285,0.1413536294875777,2160.59
2024-12-02 00:00:00,Jonathan Smith,Eric Johnson,Honda,Silverado,2021,33740,0.0676061450847063,2281.03
2025-06-02 00:00:00,Robert Harrington,Vernon Thomas,Honda,Civic,2016,26489,0.1103680281191419,2923.54
2025-07-24 00:00:00,Mark Adams,Charles Moore,Honda,F-150,2022,29691,0.0719783192358046,2137.11
2025-06-09 00:00:00,Anthony Vincent,Jose Fletcher,Toyota,Civic,2014,27142,0.1453647968302348,3945.49
2025-06-27 00:00:00,Mark Young,Tracy Scott,Honda,Altima,2019,44667,0.0834206257494517,3726.15
